1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,class
69,0,0,3,3,10,4,7,3,6,22,10,45,2,9,31,40,4,9,49,30,69,64,118,90,187,405,307,601,657,943,1162,1073,1764,2042,2534,1982,2293,3055,2186,2044,2085,1578,1836,1186,1264,526,648,548,312,318,255,180,124,32,61,28,36,28,9,450,0,0,2,25,0,1,100,14,55,111,101,103,0,6,2,41,17,0,0,66,0,0,4,115,0,86,0,0,0,6,0,0,0,0,0,16,2,0,0,87,0,0,65,10,0,0,0,0,0,141,0,4,17,0,10,0,0,0,0,118,0,0,0,0,0,8,0,0,0,0,0,159,0,0,0,0,0,0,0,177,0,0,0,0,0,0,36,0,0,45,0,0,0,0,0,0,0,0,0,89,0,0,0,0,60,0,0,0,0,0,0,0,11,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,5,0,44,0,0,0,24,0,0,0,0,42,13,12,0,3,152,30,137,0,380,0,82,112,0,325,0,53,33,0,139,0,216,0,147,123,0,4,49,0,61,40,10,4,0,0,0,3,0,0,84,0,0,0,5,0,0,0,13,0,13,6,33,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,11,31,19,41,51,27,39,27,67,35,84,49,29,97,113,64,101,136,231,205,314,435,565,664,1235,1542,1941,1924,2295,2269,1766,2420,2657,2269,1734,1377,1345,1259,1244,1207,510,780,663,323,379,347,316,182,147,121,85,97,113,77,80,52,40,10,212,2,2,4,4,2,1,3,0,7,10,0,22,0,1,2,1,0,0,0,3,0,0,0,11,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,20,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,2,0,33,0,0,0,0,9,0,0,0,0,2,0,0,80,23,0,0,0,0,0,50,0,0,0,0,135,0,0,0,4,18,0,48,0,0,0,17,0,0,9,0,8,9,10,0,13,31,18,15,52,117,2,518,85,796,45,5,94,245,170,45,2,116,46,45,44,0,17,16,0,31,21,15,10,0,4,0,5,0,0,56,0,0,0,10,1,1,0,4,12,9,8,11,0,2,1,6,7,0,0,4,0,0,6,12,0,12,0,0,0,3,0,7,0,0,0,3,7,0,2,9,4,0,7,3,0,2,5,0,0,3,7,4,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,3,5,10,32,22,74,2,28,42,28,108,5,14,60,163,12,14,318,168,445,281,559,234,423,817,377,617,629,1035,695,1001,1292,1749,1641,1270,1460,1441,1040,1077,974,586,826,791,381,444,528,406,278,178,292,261,124,80,150,79,120,75,40,295,13,19,33,56,24,24,44,8,92,23,46,36,4,17,8,39,32,0,1,25,0,0,5,37,2,52,1,0,0,37,0,13,0,1,0,27,14,0,0,37,1,0,20,26,0,0,3,0,0,35,3,4,35,0,7,0,0,0,0,77,0,0,0,7,0,15,0,0,0,13,0,95,0,6,0,34,0,24,0,137,0,0,0,0,0,0,761,19,0,25,0,2,0,0,0,0,0,237,0,589,0,0,0,0,60,0,0,1,0,31,0,0,400,242,0,0,0,0,0,207,0,0,0,3,413,3,0,0,167,2890,7,570,0,0,1,1884,0,0,9,0,1125,502,75,0,4,279,484,426,0,79,0,146,107,0,101,0,37,43,0,74,0,91,0,38,28,0,3,34,0,38,20,7,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,4,2,21,7,22,0,0,0,4,0,0,0,10,0,0,0,36,0,12,0,0,0,5,0,0,0,0,0,3,2,0,0,22,0,0,6,2,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,10,10,10,8,0,11,29,25,46,0,9,46,58,5,13,43,71,72,105,157,166,302,528,503,867,1038,1561,1736,1560,2304,2615,3088,2196,2477,2265,1853,1665,1236,1102,752,565,463,182,159,171,76,170,72,33,26,13,13,15,9,9,7,297,0,0,0,13,0,0,90,4,19,594,40,123,0,0,0,10,4,0,0,21,0,0,0,233,0,60,0,0,0,2,0,0,0,0,0,11,0,0,0,104,0,0,17,0,0,0,0,0,0,153,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,53,0,0,0,0,0,0,0,2,0,25,0,0,0,0,54,0,0,0,0,0,0,0,19,0,0,0,0,0,0,27,0,0,0,0,7,0,0,0,0,4,0,53,0,0,0,96,0,0,0,0,20,30,21,0,0,86,196,72,0,0,0,92,422,0,16,0,40,56,0,46,0,1700,0,484,611,0,0,72,0,130,68,7,0,0,0,0,0,0,0,542,0,0,0,3,0,0,0,70,10,85,45,82,0,0,0,4,0,0,0,19,0,0,0,30,0,20,0,0,0,1,0,0,0,0,0,6,0,0,0,28,0,0,7,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,1,9,3,18,0,3,17,5,63,1,1,34,38,0,4,20,25,42,28,56,14,57,171,87,142,144,393,143,374,517,887,1107,1021,1471,1216,1561,2146,1686,1238,2303,1971,961,1196,1078,809,632,358,471,325,175,125,150,100,149,76,65,321,19,8,14,37,7,9,27,4,23,18,12,41,4,2,1,7,3,0,0,6,0,0,0,27,0,14,0,0,0,8,0,1,0,0,1,4,1,0,0,26,0,0,1,1,2,0,1,0,0,1,1,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,3,28,0,0,1,11,0,1,5,0,18,14,14,0,11,55,35,46,6,239,0,56,1033,95,279,8,2776,484,1139,329,0,4551,419,419,128,1,152,199,52,80,91,107,26,0,47,6,55,2,0,136,0,0,4,32,4,7,2,23,30,30,26,37,0,3,3,12,5,0,0,17,0,0,2,27,0,22,0,0,0,6,0,1,0,0,0,4,2,0,0,19,0,0,7,2,0,0,0,0,0,13,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,5,9,11,28,18,20,3,23,87,24,74,2,13,56,87,18,34,143,96,143,132,175,134,176,469,277,568,693,976,1034,1068,1652,2043,2712,2123,2303,2796,2061,2190,2086,1567,1535,1208,950,604,521,431,203,217,173,146,64,40,56,27,71,25,7,374,0,0,3,50,2,2,136,14,35,126,47,75,0,0,0,38,8,0,0,73,0,0,0,398,0,134,0,0,0,10,0,0,0,0,0,40,5,0,0,226,0,0,148,20,0,0,5,0,0,553,0,0,38,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,384,0,0,0,0,0,0,0,68,0,0,0,0,0,0,16,0,0,54,0,0,0,0,0,0,0,0,0,94,0,0,0,0,231,0,0,0,0,0,0,0,25,0,0,0,0,0,0,95,0,0,0,0,2,0,0,0,1,2,1,210,0,0,0,56,0,0,2,0,7,72,46,0,0,90,111,25,0,25,0,38,42,1,47,0,16,17,1,46,0,148,0,61,111,0,0,22,0,28,54,24,1,0,0,0,1,0,0,96,0,0,0,3,0,0,0,20,12,13,14,19,0,0,0,8,7,0,0,21,0,0,1,26,0,45,0,1,0,10,0,2,0,0,0,18,2,0,3,39,1,0,33,3,0,0,1,0,0,27,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,7,11,14,8,9,1,17,42,24,66,1,6,43,77,12,24,73,95,152,210,231,337,479,752,783,996,1438,1519,1963,2346,2238,3340,3704,1746,2057,2267,1610,1155,1443,670,877,635,458,392,230,241,57,135,57,47,20,17,16,10,36,2,3,160,0,0,7,8,0,1,21,8,0,96,3,162,0,0,0,0,0,0,0,18,0,0,0,154,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,13,0,0,0,0,0,0,78,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,325,0,0,0,0,0,0,0,0,0,30,0,0,0,0,87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,2,1,94,0,0,0,7,0,0,5,0,10,24,27,0,9,97,80,93,0,42,0,82,426,0,143,0,38,44,0,93,0,358,0,195,159,0,0,51,0,94,49,9,2,0,0,0,0,0,0,276,0,0,0,14,0,0,0,30,51,49,29,56,0,0,0,20,10,0,0,19,0,0,0,26,0,26,0,0,0,3,0,1,0,0,0,3,6,0,0,30,0,0,10,5,0,0,0,0,0,11,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,2,0,2,0,1,4,2,19,0,0,7,19,9,14,31,82,71,156,239,285,419,679,609,912,827,1402,1535,965,1639,2044,3016,2348,2741,2987,2429,2296,1904,1774,1231,909,876,416,447,346,188,269,214,184,97,76,61,61,59,25,25,396,1,5,2,27,0,0,79,22,37,101,81,51,0,0,0,27,0,0,0,59,0,0,0,20,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,114,0,0,0,29,0,0,0,0,1,72,35,0,0,524,246,5,0,0,0,0,73,0,0,0,17,129,0,219,0,50,0,0,11,0,0,109,0,28,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,6,0,7,0,19,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,10,8,17,21,25,4,9,27,16,90,5,5,62,58,24,62,70,220,199,398,623,701,801,1195,813,1319,1306,1247,1390,1206,1496,1802,1635,1571,1684,1751,1009,1605,1535,781,1724,1916,526,1459,677,582,213,264,265,155,79,49,59,30,48,34,8,372,1,1,3,62,3,3,34,6,24,66,36,80,0,0,0,15,3,0,0,19,0,0,0,123,0,37,0,0,0,1,0,0,0,0,0,5,0,0,0,136,0,0,29,6,0,0,0,0,0,69,0,2,30,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,4,0,0,0,219,0,0,0,0,0,0,110,0,0,31,0,0,0,0,0,0,0,8,0,221,0,0,0,0,81,0,0,0,0,0,0,0,105,22,0,0,0,0,0,55,0,0,0,2,45,0,0,0,4,63,10,90,0,0,2,53,0,1,18,0,167,44,49,0,22,173,50,137,0,167,0,105,84,0,193,0,64,36,2,112,0,172,14,97,88,0,3,47,0,60,54,32,13,0,3,0,6,0,0,145,0,0,1,21,0,0,0,25,18,30,15,43,0,0,0,9,3,0,0,12,0,0,0,33,0,17,0,0,0,1,0,0,0,0,0,3,0,0,0,41,0,0,9,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0,4,12,17,8,20,12,3,18,40,25,54,2,15,37,62,12,20,57,39,88,44,103,36,87,227,103,179,208,395,239,394,589,902,787,923,1483,1666,1698,2091,2165,1381,2395,1786,1429,1376,1336,1099,785,571,557,399,245,123,146,74,124,64,30,329,5,8,17,43,7,13,30,5,60,49,35,52,2,2,1,36,10,0,0,37,0,0,0,59,0,40,0,0,0,5,0,0,0,0,0,18,0,0,0,59,0,0,113,6,0,0,0,0,0,185,1,1,38,0,1,0,0,0,0,147,0,0,0,0,0,7,0,0,0,1,0,84,0,1,0,11,0,1,0,174,0,0,0,0,0,0,100,0,0,103,0,0,0,0,0,0,0,13,2,1222,0,0,0,0,141,0,0,4,2,13,0,0,422,39,0,1,0,0,0,616,0,0,0,8,85,0,0,0,22,152,8,414,0,0,4,855,0,0,7,0,188,149,340,0,4,391,341,894,1,175,0,1518,144,0,134,0,51,45,2,106,0,158,1,51,65,0,5,56,1,46,34,11,10,0,2,0,3,0,0,73,0,0,5,11,0,2,0,13,13,12,10,27,0,1,1,3,3,0,0,4,1,0,2,13,1,12,0,0,0,5,0,4,0,0,0,1,4,0,2,21,3,1,5,1,0,1,5,0,4,7,2,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,3,11,5,5,0,2,17,3,40,1,2,32,32,2,4,13,27,54,41,60,28,49,182,97,140,182,352,281,325,514,705,974,850,1233,1547,1418,1992,2040,1474,2436,2200,1496,1765,1721,1566,1201,1027,1139,857,777,482,513,337,317,271,146,663,47,44,65,83,47,54,78,17,113,74,73,69,11,29,8,53,30,0,1,32,2,0,8,70,2,78,0,4,0,20,0,11,1,0,1,36,16,0,2,109,3,0,42,23,0,4,5,0,0,68,1,4,30,0,19,1,0,0,0,74,0,0,0,0,0,25,0,0,0,10,0,128,0,1,0,15,0,9,0,88,0,0,0,1,0,0,113,11,0,81,0,2,0,0,0,0,0,65,2,271,0,0,0,0,136,0,0,15,2,32,0,0,161,100,0,8,0,0,0,243,0,0,0,17,78,0,0,0,38,118,8,322,0,0,2,197,0,0,7,0,122,112,74,0,0,177,195,147,0,29,0,91,167,0,49,0,49,78,1,108,0,164,1,46,61,0,1,75,0,60,12,7,6,0,0,0,4,0,0,124,0,0,1,10,0,0,0,21,10,33,14,43,0,0,1,3,3,0,0,11,0,0,0,16,0,16,0,0,0,3,0,1,0,0,0,1,0,0,0,40,1,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,4,6,3,11,0,4,24,7,59,0,3,19,28,2,7,38,21,54,36,81,27,64,147,102,122,249,331,195,383,494,825,743,825,1529,1680,1798,2231,2571,1488,2445,2038,1423,1403,1431,1099,837,537,512,327,226,125,144,73,87,58,23,305,3,13,11,50,6,13,47,8,49,43,41,54,4,5,1,26,20,0,0,46,0,0,8,49,0,48,0,0,0,4,0,4,0,0,0,35,3,0,0,58,4,0,80,5,0,1,0,0,0,126,0,7,86,0,0,0,0,0,0,153,0,0,0,0,0,2,0,0,0,5,0,85,0,0,0,5,0,0,0,163,0,0,0,0,0,0,80,3,0,76,0,0,0,0,0,0,0,23,0,1057,0,0,0,0,255,0,0,4,0,9,0,0,158,26,0,0,0,0,0,846,0,0,0,3,48,0,0,0,17,38,27,427,0,0,5,901,0,0,29,0,85,203,303,0,6,314,413,858,1,120,0,1660,116,2,121,0,48,46,1,85,0,140,0,67,58,0,0,44,0,56,30,10,0,0,0,0,0,0,0,78,0,0,0,4,0,0,0,9,7,13,13,28,0,0,0,2,2,0,0,6,0,0,0,16,0,5,0,0,0,1,0,1,0,0,0,2,0,0,0,25,0,0,2,2,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,1,8,4,29,19,28,3,21,30,14,83,7,0,63,56,23,43,65,290,194,343,511,672,783,1193,804,1312,1342,1272,1494,1240,1588,1879,1634,1528,1778,1752,863,1683,1393,766,1672,1907,523,1445,676,629,282,270,301,183,72,47,71,30,60,34,3,359,2,0,3,19,2,1,48,4,16,78,32,76,0,0,0,7,2,0,0,14,0,0,0,54,0,70,0,0,0,2,0,0,0,0,0,8,0,0,0,83,0,0,45,1,0,0,0,0,0,65,0,8,18,0,1,0,0,0,0,58,0,0,0,0,0,9,0,0,0,2,0,90,0,0,0,5,0,0,0,189,0,0,0,0,0,0,133,0,0,54,0,0,0,0,0,0,0,8,0,212,0,0,0,0,70,0,0,0,0,0,0,0,88,13,0,0,0,0,0,98,0,0,0,1,11,0,0,0,0,69,2,171,0,0,1,76,0,0,15,0,134,40,47,0,29,219,59,120,0,160,0,84,74,3,104,0,56,41,7,132,0,136,8,85,121,0,5,46,0,61,52,26,18,0,0,0,6,0,0,101,0,0,4,16,0,0,0,21,13,32,24,35,0,0,0,5,3,0,0,11,0,0,0,50,0,33,0,0,0,2,0,0,0,0,0,5,0,0,0,49,0,0,8,1,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,0,16,32,28,30,47,26,23,29,92,53,107,62,29,99,99,61,93,153,248,211,292,356,508,698,1171,1409,1777,1968,2114,2266,1871,2503,2614,2549,1784,1434,1520,1212,1231,1280,412,765,538,317,394,319,315,244,119,129,100,85,97,85,53,55,56,15,168,3,3,5,8,4,3,9,2,3,15,4,11,0,0,0,3,1,0,0,5,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,11,0,0,2,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,1,0,0,9,0,0,16,0,0,0,0,0,0,0,11,0,27,0,0,0,0,8,0,0,0,0,8,0,0,41,33,0,0,0,0,0,35,0,0,0,0,120,0,0,0,3,10,0,60,0,0,1,26,0,0,4,0,14,13,12,6,15,39,23,12,37,64,0,589,99,820,32,11,168,99,106,43,0,163,34,46,33,0,11,31,5,22,16,15,10,0,5,0,5,1,0,45,0,0,0,7,0,0,0,15,6,10,9,11,0,0,0,10,5,0,0,11,1,0,1,6,0,12,0,0,0,4,0,2,1,0,0,3,4,0,1,9,1,0,5,3,0,0,2,0,1,6,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,5,17,12,18,0,24,37,17,62,0,3,35,66,5,15,46,46,114,70,145,66,170,383,295,477,688,889,1165,1276,1671,2328,2587,1886,2163,2404,2051,1491,1970,1310,1642,1386,1253,796,891,679,449,476,407,283,220,133,106,54,81,68,36,452,1,0,5,45,4,0,103,12,69,96,143,79,0,1,0,62,25,0,0,228,0,0,0,76,0,436,0,0,0,22,0,0,0,0,0,35,1,0,0,66,0,0,24,5,0,0,0,0,0,6,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,17,0,0,0,0,4,2,1,0,0,249,63,50,0,336,0,344,105,0,433,0,37,23,0,68,0,190,0,47,122,0,0,26,0,39,23,15,11,0,0,0,0,0,0,143,0,0,0,27,0,0,0,25,21,52,21,35,0,0,0,5,4,0,0,17,0,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,2,5,8,3,9,1,8,12,8,53,0,1,27,37,6,7,38,41,52,52,77,37,71,230,132,205,224,366,332,367,592,765,909,917,1305,1564,1465,1849,1998,1555,2283,2090,1437,1744,1612,1361,1092,854,993,727,654,485,584,324,370,263,131,816,69,92,80,80,66,60,88,21,103,79,48,77,8,36,14,43,18,2,4,30,11,2,9,57,2,66,0,10,2,24,0,15,0,0,0,18,4,0,3,81,4,0,38,18,0,2,6,0,1,61,3,2,31,0,10,1,1,0,0,55,0,0,0,5,0,19,0,0,0,14,3,110,0,5,0,23,0,10,3,92,0,0,1,0,0,0,122,21,0,71,0,10,0,0,0,0,0,111,5,291,1,0,0,0,140,0,1,15,3,53,0,0,167,137,0,4,0,0,0,284,0,0,0,21,156,0,0,0,43,145,23,378,0,0,11,231,0,0,14,0,115,164,90,0,0,217,178,157,0,34,0,89,166,0,64,0,57,117,0,76,0,228,2,36,77,0,0,63,0,76,34,15,7,0,0,0,2,0,0,129,0,0,0,8,0,0,0,25,18,27,11,45,0,3,0,10,7,0,0,6,0,0,1,20,0,27,0,0,0,2,0,0,0,0,0,4,0,0,0,25,0,0,7,2,0,0,0,0,0,11,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,2,0,2,0,5,14,0,22,0,0,18,32,8,15,26,75,121,115,184,254,351,670,585,890,892,1387,1230,1026,1754,2226,2897,2274,2646,3055,2381,2260,2040,1795,1360,906,822,446,412,413,285,288,212,153,86,79,77,61,48,30,21,275,0,2,3,29,3,5,68,21,20,82,56,45,0,0,0,28,0,0,0,54,0,0,0,24,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,0,0,0,0,51,29,0,0,352,318,8,0,0,0,0,90,0,0,0,37,169,0,166,0,53,0,5,24,0,0,152,0,25,3,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,7,0,4,5,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
