1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,class
96,0,4,5,26,24,23,32,2,26,61,34,71,6,13,68,101,24,31,137,137,162,148,198,167,215,482,386,621,704,893,1106,1080,1743,1958,2686,2034,2222,2491,1946,1980,1894,1649,1570,1243,1008,544,576,476,181,232,180,118,88,22,51,27,72,34,7,423,1,1,13,49,0,0,104,14,133,121,97,112,0,0,0,44,18,0,0,90,0,0,0,335,0,265,0,0,0,12,0,0,0,0,0,45,1,0,0,262,0,0,209,11,0,0,0,0,0,648,0,1,19,0,1,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,431,0,0,0,0,0,0,0,99,0,0,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,105,0,0,0,0,157,0,0,0,0,0,0,0,4,0,0,0,0,0,0,98,0,0,0,1,2,0,0,0,3,3,0,134,0,0,0,157,0,0,0,0,7,75,65,0,2,70,53,26,0,14,0,47,55,0,76,0,26,37,1,38,0,184,1,94,88,0,0,33,0,44,81,23,5,0,0,0,0,0,0,106,0,0,1,18,0,0,0,12,13,30,5,29,0,0,0,3,9,0,0,6,2,0,1,23,0,27,0,0,0,16,0,0,0,0,0,27,6,0,0,34,0,0,23,11,0,0,1,0,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,10,20,19,24,0,13,41,16,69,4,3,50,64,8,22,55,77,128,85,127,56,183,358,303,589,824,976,1176,1207,1648,2274,2519,1819,2277,2373,1969,1512,1936,1250,1490,1199,1423,836,833,740,464,430,318,295,212,94,117,74,70,74,29,501,3,1,10,55,2,6,111,7,76,108,195,75,0,4,2,71,24,0,0,323,0,0,0,80,0,363,0,0,0,15,0,0,0,0,0,32,0,0,0,67,0,0,92,0,0,0,0,0,0,56,1,0,1,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,32,0,0,0,9,0,0,0,0,4,14,5,0,0,209,53,60,0,376,0,422,101,0,335,0,18,56,0,31,0,274,0,38,105,0,0,34,0,45,52,32,3,0,0,0,0,0,0,146,0,0,0,18,0,0,0,37,10,37,29,31,0,1,0,2,3,0,0,14,0,0,0,29,0,18,0,0,0,2,0,1,0,0,0,1,3,0,0,44,0,0,9,1,0,0,1,0,0,18,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,7,14,8,28,8,6,10,34,18,65,1,10,38,69,17,24,56,114,192,224,279,343,488,646,766,1093,1420,1513,1933,2186,2372,3487,3644,1636,1964,2282,1659,1214,1379,774,865,536,457,386,252,205,66,129,39,55,35,10,13,17,31,16,11,136,0,0,9,15,1,2,44,7,7,83,8,175,0,0,0,10,0,0,0,16,0,0,0,122,0,60,0,0,0,1,0,0,0,0,0,8,0,0,0,400,0,0,17,2,0,0,0,0,0,71,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,31,0,0,0,0,148,0,0,0,0,2,0,0,0,1,0,0,0,0,0,22,0,0,0,0,3,0,0,0,3,9,0,81,0,0,0,17,0,0,0,0,11,39,26,0,0,138,118,146,0,32,0,129,456,0,69,0,62,74,0,83,0,280,0,168,226,0,0,69,0,79,95,9,1,0,1,0,1,0,0,239,0,0,0,14,0,0,0,51,36,39,33,41,0,3,0,19,4,0,0,19,0,0,3,31,0,30,0,0,0,5,0,5,0,0,0,3,4,0,0,21,0,0,4,5,0,0,3,0,0,15,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,9,11,17,13,0,9,85,67,90,0,23,110,139,25,25,142,56,284,128,226,91,283,794,299,669,964,1649,529,1588,1915,2239,1674,1439,2091,1627,1622,1229,933,1087,909,751,536,335,316,346,119,345,284,147,83,47,32,30,25,12,6,575,0,0,4,46,0,0,181,18,57,138,98,46,0,0,0,58,18,0,0,280,0,0,0,86,0,257,0,0,0,20,0,0,0,0,0,34,0,0,0,43,0,0,149,0,0,0,0,0,0,195,0,0,20,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,106,0,0,0,0,0,0,24,0,0,52,0,0,0,0,0,0,0,8,0,203,0,0,0,0,41,0,0,0,0,0,0,0,64,8,0,0,0,0,0,215,0,0,0,0,13,0,0,0,8,47,0,378,0,0,0,85,0,0,0,0,343,50,54,0,0,1969,212,395,0,20,0,1772,430,0,39,0,65,102,0,75,0,309,0,99,168,0,0,123,0,156,59,45,10,0,0,0,0,0,0,315,0,0,0,11,0,0,0,50,26,90,22,91,0,0,0,21,13,0,0,19,0,0,0,48,0,37,0,0,0,18,0,0,0,0,0,16,10,0,0,60,0,0,17,5,0,0,0,0,0,21,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,0,9,40,52,45,64,32,42,38,106,73,134,56,46,113,199,102,131,203,347,359,426,610,799,1007,1546,1648,2032,1842,2040,2140,1614,2120,2080,1939,1483,1145,1366,1133,1330,1133,444,711,505,276,323,360,232,204,154,124,82,100,62,45,44,29,29,12,202,0,2,2,6,2,2,5,0,2,5,5,12,0,0,2,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,2,0,27,0,0,0,0,36,0,0,0,0,2,0,0,67,14,0,0,0,0,0,91,0,0,0,2,132,0,0,0,168,246,11,191,0,0,1,285,0,0,12,0,211,35,29,0,11,88,35,61,163,97,1,205,431,309,50,26,148,60,75,58,0,134,37,57,38,0,14,27,8,24,26,24,9,0,8,0,8,0,0,77,0,0,3,15,2,0,0,10,26,11,20,15,0,5,1,20,8,0,0,13,1,0,3,15,0,23,0,0,0,5,0,16,0,0,0,9,9,0,2,9,3,0,10,4,1,4,9,0,2,16,7,10,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,2,7,20,18,19,16,5,13,57,34,97,3,14,42,126,24,29,203,62,264,166,245,92,190,562,280,530,650,854,545,775,1054,1399,1355,1178,1867,1427,1603,2024,1753,1242,2175,1804,1184,1287,1172,936,514,435,329,260,129,58,69,13,49,11,8,196,0,0,3,38,4,8,16,6,34,33,26,60,0,0,0,20,6,0,0,30,0,0,1,50,0,40,0,0,0,9,0,4,0,0,0,29,4,0,0,79,1,0,34,10,0,0,1,0,0,47,0,0,25,0,3,0,0,0,0,34,0,0,0,0,0,9,0,0,0,3,0,94,0,0,0,5,0,2,0,291,0,0,0,0,0,0,62,3,0,100,0,3,0,0,0,0,0,48,1,239,0,0,0,0,234,0,0,3,0,30,0,0,98,61,0,3,0,0,0,357,0,0,0,4,45,0,0,0,21,140,6,600,0,0,0,1254,0,0,7,0,124,699,299,0,1,264,963,248,0,18,0,53,187,0,16,0,136,156,0,111,0,163,0,19,46,0,0,123,0,73,3,3,1,0,0,0,0,0,0,99,0,0,0,3,0,0,0,13,3,27,5,70,0,0,0,3,1,0,0,5,0,0,0,26,0,16,0,0,0,1,0,0,0,0,0,1,1,0,0,38,0,0,2,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,0,0,0,4,10,7,11,0,17,31,25,73,1,12,43,94,8,14,151,44,172,154,249,91,205,518,269,441,542,905,508,877,1156,1338,1261,1111,1990,1492,1640,2293,1902,1339,2288,2013,1249,1355,1086,944,436,376,253,195,125,38,56,21,61,13,2,199,0,2,3,24,1,5,30,10,27,53,32,53,0,2,0,15,9,0,0,16,0,0,0,49,0,50,0,0,0,11,0,3,0,0,0,17,7,0,0,68,4,0,24,6,0,0,3,0,0,48,0,2,18,0,4,0,0,0,0,45,0,0,0,0,0,5,0,0,0,1,0,122,0,0,0,3,0,0,0,172,0,0,0,0,0,0,37,0,0,109,0,0,0,0,0,0,0,39,0,192,0,0,0,0,170,0,0,1,0,19,0,0,121,88,0,1,0,0,0,326,0,0,0,7,93,0,0,0,18,76,5,544,0,0,2,878,0,0,5,0,116,666,404,0,3,327,914,200,0,41,0,111,189,0,22,0,127,216,0,152,0,291,0,15,75,0,0,83,0,74,4,1,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,15,0,32,4,38,0,0,0,0,0,0,0,5,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,0,0,1,11,17,14,31,2,25,43,23,75,5,3,45,76,13,27,90,107,104,118,155,65,148,387,258,468,665,842,1164,1108,1561,2225,2352,1525,1991,2157,1924,1727,1949,1351,1507,1306,1118,729,847,693,402,386,380,246,210,130,95,84,96,77,30,565,4,1,8,44,4,1,190,31,75,131,139,50,0,0,0,60,38,0,0,283,0,0,0,362,0,760,0,0,0,25,0,0,0,0,0,35,0,0,0,71,0,0,48,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,44,0,0,0,17,0,0,2,0,11,17,12,0,0,107,101,152,0,7,0,1112,134,0,211,0,42,54,0,59,0,316,0,46,117,0,0,56,0,65,56,6,0,0,0,0,0,0,0,285,0,0,0,6,0,0,0,30,24,39,38,53,0,0,0,16,4,0,0,18,0,0,0,42,0,41,0,0,0,1,0,0,0,0,0,4,0,0,0,31,0,0,23,0,0,0,0,0,0,29,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,1,18,7,28,13,1,12,89,92,87,1,36,98,179,23,20,182,37,324,135,257,77,323,773,282,716,957,1792,625,1351,2091,2406,1630,1336,2116,1480,1482,1189,966,986,918,750,547,309,288,326,90,275,302,124,72,42,31,26,31,20,11,618,3,1,5,35,1,0,164,13,71,167,141,49,0,0,0,93,34,0,0,207,0,0,0,66,0,250,0,0,0,16,0,0,0,0,0,134,0,0,0,34,0,0,111,1,0,0,0,0,0,248,0,0,38,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,0,0,0,99,0,0,0,0,0,0,17,0,0,69,0,0,0,0,0,0,0,0,0,266,0,0,0,0,42,0,0,0,0,0,0,0,116,0,0,0,0,0,0,181,0,0,0,0,4,0,0,0,4,49,0,317,0,0,0,117,0,0,0,0,560,64,66,0,0,1905,195,535,0,64,0,1389,440,0,64,0,65,123,0,90,0,544,0,122,85,0,0,100,0,154,55,18,8,0,0,0,0,0,0,307,0,0,0,12,0,0,0,62,27,68,38,83,0,0,0,19,23,0,0,22,0,0,0,29,0,24,0,0,0,21,0,0,0,0,0,21,2,0,0,50,0,0,15,18,0,0,0,0,0,8,0,14,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,0,1,5,14,26,26,25,1,12,41,27,96,5,8,45,66,3,6,77,71,77,88,155,48,124,443,265,419,507,696,572,841,1138,1652,1726,1282,1852,1815,1649,1935,1655,1275,2073,1859,1271,1304,1371,1269,782,692,943,513,379,276,259,138,160,95,32,648,3,14,14,47,10,10,76,12,43,137,29,120,1,4,1,19,17,0,0,41,0,0,4,117,2,92,0,0,0,13,0,4,0,0,0,34,1,0,0,104,1,0,63,10,1,0,2,1,0,65,0,10,36,0,0,0,0,0,0,55,0,0,0,0,0,10,0,0,0,0,0,147,0,0,1,5,0,0,0,101,0,0,0,0,0,0,57,0,0,54,0,0,0,0,0,0,0,8,0,120,0,0,0,0,93,0,0,0,0,0,0,0,20,7,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,56,0,0,0,19,0,0,0,0,0,20,17,0,0,65,56,43,0,175,0,90,122,0,187,0,38,38,0,190,0,321,0,113,146,0,0,40,0,80,68,27,6,0,1,0,8,0,0,226,0,0,1,10,0,0,1,70,28,73,52,37,0,0,0,71,14,0,0,42,0,0,0,29,0,52,0,0,0,34,0,10,0,0,0,53,28,0,0,45,13,0,31,27,0,4,17,0,1,23,2,20,1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,6,21,21,25,36,2,11,46,26,79,3,7,42,85,1,9,61,65,110,99,158,58,163,497,307,473,651,852,773,919,1063,1488,1526,1316,1773,1794,1475,1766,1767,1202,1941,1646,1161,1304,1298,1324,982,652,969,516,369,272,281,137,142,111,25,769,4,9,13,42,5,10,80,14,44,101,58,105,1,2,2,35,10,0,1,61,1,0,0,116,0,112,0,0,0,18,0,3,1,0,0,38,3,0,0,102,0,0,85,15,0,0,1,0,0,118,2,0,32,0,16,0,0,0,0,101,0,0,0,0,0,16,0,0,0,2,0,123,0,0,1,2,0,0,0,87,0,0,0,0,0,0,51,0,0,70,0,0,0,0,0,0,0,8,0,142,0,0,0,0,56,0,0,3,0,7,0,0,26,7,0,0,0,0,0,44,0,0,0,0,2,0,0,0,1,5,0,59,0,0,0,42,0,0,1,0,43,31,16,0,0,62,42,51,0,187,0,137,141,0,231,0,34,39,2,201,0,303,3,103,158,0,0,50,0,80,58,33,5,0,0,0,0,0,0,244,0,0,0,6,0,0,2,39,28,64,37,47,0,0,1,51,33,0,0,52,0,0,1,39,0,83,0,2,0,63,0,35,0,0,0,56,9,0,1,37,7,0,39,26,0,1,6,0,0,17,6,18,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,1,4,18,25,22,33,3,16,37,23,92,2,8,54,82,17,24,61,97,113,95,146,83,184,390,292,479,712,1071,1229,1252,1538,2189,2309,1525,1925,2158,1821,1520,1674,1288,1572,1141,1173,733,864,756,366,390,363,220,151,125,118,92,110,78,41,659,0,0,9,76,5,3,284,38,82,126,130,51,0,0,0,92,40,0,0,303,0,0,0,334,0,722,0,0,0,8,0,0,0,0,0,52,0,0,0,59,0,0,112,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,47,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,0,7,68,6,0,0,68,124,141,0,14,0,1212,94,0,142,0,42,55,0,48,0,380,0,31,131,0,0,64,0,71,84,12,4,0,0,0,0,0,0,296,0,0,0,5,0,0,0,57,6,43,23,51,0,0,0,5,2,0,0,17,0,0,0,54,0,41,0,0,0,0,0,0,0,0,0,2,4,0,0,40,0,0,26,2,0,0,0,0,0,35,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,31,24,69,9,0,39,51,38,49,3,3,88,60,19,34,140,119,72,114,117,59,77,213,132,147,234,367,208,324,404,522,589,316,590,654,859,1544,1849,3121,2718,4656,5161,4644,3942,2102,690,246,41,31,22,18,11,15,11,11,0,356,0,0,0,3,0,0,19,13,6,214,1,306,0,0,0,4,0,0,0,12,0,0,0,135,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,1,0,0,21,2,1,0,0,0,0,6,0,0,0,10,18,0,78,0,97,0,0,43,0,0,55,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,50,3,33,6,19,0,0,0,2,0,0,0,27,0,0,0,40,0,53,0,0,0,3,0,0,0,0,0,19,1,0,0,15,0,0,16,5,0,0,0,0,0,8,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,3,9,23,26,39,16,9,16,68,39,75,14,27,86,119,32,69,125,217,210,312,543,573,789,1348,926,1489,1279,1401,1823,1340,1866,1923,1877,1425,1897,2166,1540,1534,1841,845,1261,1056,327,583,506,447,406,413,480,302,219,121,152,50,80,46,13,295,3,1,6,17,1,3,31,1,6,31,23,37,0,0,0,0,0,0,0,1,0,0,0,13,0,16,0,0,0,1,0,0,0,0,0,3,0,0,0,22,0,0,4,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,23,0,35,0,0,0,0,28,0,0,0,0,1,0,0,43,23,0,0,0,0,0,42,0,0,0,1,130,0,0,0,4,51,2,84,0,0,1,62,1,1,7,0,40,56,18,0,9,91,66,51,24,99,0,107,123,35,95,0,113,111,78,120,0,186,27,79,87,0,1,49,6,65,32,20,10,0,1,0,10,0,0,106,0,0,0,11,1,2,0,7,4,23,10,29,0,0,1,5,2,0,0,8,0,0,2,19,0,12,0,0,0,1,0,2,0,0,0,3,4,0,2,23,1,0,6,5,0,1,0,0,0,4,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,0,10,41,35,59,75,31,39,38,104,96,152,64,54,142,165,104,98,188,305,284,378,559,740,1050,1551,1680,2017,1831,2175,2209,1662,2178,2062,2105,1341,1163,1264,1242,1250,1085,424,713,563,234,334,352,235,186,155,99,79,67,68,66,42,29,24,2,158,4,1,3,7,1,1,5,3,2,9,2,22,0,0,1,0,0,0,0,2,0,0,0,11,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,19,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,36,0,0,0,0,32,0,0,4,0,5,0,0,52,30,0,3,0,0,0,140,0,0,0,18,89,1,0,0,178,155,11,119,0,0,4,270,0,0,18,0,162,61,32,11,2,87,74,95,115,88,3,245,465,355,57,9,111,71,60,77,0,111,34,43,35,0,12,30,1,25,21,21,8,0,11,0,10,0,0,67,0,0,6,10,1,1,0,13,15,15,10,14,0,5,0,16,11,0,0,5,0,0,3,17,0,30,0,0,0,3,0,6,0,0,0,7,7,0,1,17,3,0,13,9,0,5,6,0,2,7,2,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,2,6,19,20,38,27,15,14,75,34,105,21,11,81,111,33,49,111,285,194,385,524,620,747,1294,948,1515,1329,1552,1685,1404,1732,1938,1865,1332,1867,2195,1397,1586,1782,800,1410,1034,336,597,509,456,445,378,424,319,197,102,125,45,65,34,7,293,0,0,7,24,0,3,27,5,11,36,7,68,0,0,0,3,0,0,0,22,0,0,0,31,0,27,0,0,0,2,0,0,0,0,0,7,0,0,0,45,0,0,15,0,0,0,0,0,0,15,0,2,11,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,63,0,0,0,0,0,0,0,3,0,51,0,0,0,0,37,0,0,0,0,0,0,0,72,13,0,0,0,0,0,21,0,0,0,0,81,0,0,0,6,84,0,144,0,0,0,68,0,0,3,0,66,52,26,0,14,97,82,68,65,175,0,111,111,38,105,0,91,97,43,119,0,191,22,78,89,0,3,49,0,58,43,14,6,0,0,0,3,0,0,113,0,0,1,6,1,1,0,14,10,26,8,40,0,2,1,3,0,0,0,3,0,0,4,21,0,16,0,0,0,3,0,4,0,0,0,4,2,0,0,33,2,0,10,2,0,1,1,0,0,8,1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,0,0,3,9,7,8,17,3,18,29,17,96,5,9,44,99,10,13,73,43,123,78,140,49,211,466,223,333,412,1067,232,671,978,877,1362,736,1430,1373,1405,1805,1465,1571,1944,1951,1766,1311,1499,1315,1117,905,743,545,364,199,153,81,75,40,28,401,3,2,14,41,12,10,40,10,33,45,31,83,0,1,1,14,4,0,0,17,0,0,0,37,0,30,0,0,0,4,0,2,0,0,0,8,1,0,0,120,0,0,11,1,0,0,0,0,0,30,1,1,4,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,2,0,77,0,0,0,2,0,0,0,26,0,0,0,0,0,0,8,0,0,143,0,0,0,0,0,0,0,1,0,85,0,0,1,0,137,0,0,1,0,0,0,0,95,10,0,0,0,0,0,1489,0,0,0,0,43,0,0,0,3,115,0,834,0,0,0,835,0,0,0,0,9,480,254,0,0,363,1296,104,0,5,0,11,53,0,6,0,21,64,0,257,0,23,0,6,13,0,0,136,0,10,7,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,10,2,10,0,21,0,1,0,2,1,0,0,2,0,0,0,17,0,9,0,0,0,2,0,1,0,0,0,0,1,0,0,49,0,0,5,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
